Date,Brent_Close,WTI_Close,Canada_Sentiment,China_Sentiment,Iraq_Sentiment,Russia_Sentiment,Saudi Arabia_Sentiment,UAE_Sentiment,USA_Sentiment,Brent_Pct_Change,WTI_Pct_Change
2020-02-03,54.45000076293945,50.11000061035156,-0.8790978208097242,-2.098964825942061,-3.0012667372012034,-2.123070357166763,-0.7942005965188255,1.1204806774032592,-0.564409251682215,-0.0637895305056081,-0.02812258968810999
2020-02-04,53.959999084472656,49.61000061035156,-0.8340467867065317,-2.12636704340889,-2.800712889642811,-1.7238870572937035,-1.0503223360713083,0.85368919563289,-0.9132282362050572,-0.008999112426097633,-0.009978048172218812
2020-02-05,55.279998779296875,50.75,-0.7481813881614836,-2.0213671211806625,-3.2176825098717297,-1.5843574098763304,-0.6175845335311834,0.9216891061467516,-1.0301534021396643,0.02446255962231958,0.0229792254711354
2020-02-06,54.93000030517578,50.95000076293945,-0.8391991501797853,-2.061412022769953,-3.39750972556276,-1.526153033178606,-0.933187130584055,0.8977844074712896,-1.1049431921109685,-0.006331376299743563,0.003940901732797153
2020-02-07,54.470001220703125,50.31999969482422,-1.0389731914424982,-2.166636223192475,-3.8602876052712793,-1.7286475845201936,-1.058417494407765,0.6561623147342237,-1.2400999988655494,-0.008374277843018918,-0.012365084566858142
2020-02-10,53.27000045776367,49.56999969482422,-0.7998468636158768,-1.9122942351465153,-2.713329009029368,-1.8304118848000464,-0.1054352931185602,1.2474516363476575,-0.0797392326047532,-0.022030489003979525,-0.014904610583237776
2020-02-11,54.0099983215332,49.939998626708984,-0.464688619507584,-1.9059221982269663,-3.6504387356928407,-1.6656121627432223,-0.2350790350588319,1.34970749170245,-1.0097879938355414,0.013891455930364671,0.00746417054998294
2020-02-12,55.790000915527344,51.16999816894531,-0.5473077406061092,-1.879810059472495,-2.020828957897981,-1.9237156851495871,-0.3506574845605745,0.8737284405523742,-0.9749905564728412,0.03295690889300529,0.02462954697757036
2020-02-13,56.34000015258789,51.41999816894531,-0.6538889756824308,-1.9804807540707137,-3.0996613389833265,-1.624420445152972,-0.1667771146337292,1.0606236655449597,-0.9866292459284564,0.009858383725307895,0.004885675375140508
2020-02-14,57.31999969482422,52.04999923706055,-0.7345775044908631,-1.7652434831439967,-2.2165150194625727,-1.4977613707039008,-0.8844745929377604,0.3047686007173073,-1.1000205877057003,0.017394383024177396,0.012252063215663744
2020-02-18,57.75,52.04999923706055,-0.8707829564951665,-1.784335309042988,-2.6101049044491087,-1.9627254016606916,-0.3535140104852383,1.108920260536983,-1.3035047658402408,0.007501749955777015,0.0
2020-02-19,59.119998931884766,53.290000915527344,-0.8428966180870324,-1.674345666706088,-2.5562533355124675,-1.7802694826250314,-0.5596608989395031,1.0220910078972685,-1.1708606362010137,0.023722925227441793,0.023823279474399994
2020-02-20,59.310001373291016,53.779998779296875,-1.0387129338366767,-1.7519955023911995,-2.624743926215103,-1.86882409160432,-0.6793308123725238,1.2812900622207135,-1.2593800715533436,0.003213843789563686,0.009194930669005785
2020-02-21,58.5,53.380001068115234,-0.929888112955894,-1.9605493101334808,-3.496844374289157,-1.676668083865888,-1.4919152305824397,0.7799673494187847,-1.1139627013574918,-0.013657078983912885,-0.007437666795478304
2020-02-24,56.29999923706055,51.43000030517578,-1.090673499324296,-1.9092922196098825,-3.587393125511961,-1.4011452201517631,-1.6485295445195978,0.877986623576293,-1.2375782686292538,-0.03760685064853764,-0.036530549342836616
2020-02-25,54.95000076293945,49.900001525878906,-0.939129118817333,-1.8032454528342137,-3.775043690631013,-1.5334971873070085,-1.3001544238131453,-0.2584199734861041,-1.3897153191767866,-0.02397865883508632,-0.029749149722305135
2020-02-26,53.43000030517578,48.72999954223633,-0.7312834696001975,-1.8564321220990003,-2.876809267042055,-1.575729881092593,0.0288849738947091,0.9804684549679848,-1.4250792930612608,-0.02766151841054787,-0.023446932822953848
2020-02-27,52.18000030517578,47.09000015258789,-0.7545912131707471,-1.6740816981101052,-2.907460419704871,-1.6761377810953766,-2.2416970604740287,0.5929368440433072,-1.5674754512309643,-0.023395096254171466,-0.03365482054287694
2020-02-28,50.52000045776367,44.7599983215332,-0.667186281474383,-1.894534057538964,-2.883729662000265,-2.30624905412811,-2.235273846200737,0.0334731163336558,-1.5191399072615424,-0.03181295204491308,-0.04947975840952801
2020-03-02,51.900001525878906,46.75,-0.2771105405059491,-1.6836170394383354,-3.059937161811441,-1.88488280474354,-1.5423335098908322,0.606959730876215,-0.9457558698966788,0.027315935384223833,0.0444593778617155
2020-03-03,51.86000061035156,47.18000030517578,-0.7714863591689646,-1.507249812778668,-2.6001834993812416,-1.7057451853887962,-1.589602077650524,0.5390643511634765,-1.1817787230524834,-0.000770730527000052,0.009197867490390976
2020-03-04,51.130001068115234,46.779998779296875,-0.8926618018236895,-1.5497132904486588,-2.953653891230891,-1.7512039169054396,-1.938234258039213,0.2868869609455472,-1.003068196594895,-0.014076350436652674,-0.008478201002364627
2020-03-05,49.9900016784668,45.900001525878906,-0.5585429131601505,-1.5151474637739617,-2.860481509786868,-1.7625746163510594,-1.586159311077096,-0.3738459678142199,-1.2762752586730448,-0.022296095557082674,-0.01881139966612022
2020-03-06,45.27000045776367,41.279998779296875,-0.7199222282551484,-1.4560816491009596,-3.1609416146484164,-1.6952786175642776,-1.9593637655077685,-1.1009108577317512,-1.4176347948636323,-0.09441890502548766,-0.10065365126354575
2020-03-09,34.36000061035156,31.1299991607666,-0.5759334031909487,-1.5512319946145623,-2.8729088800119755,-2.401513176134817,-3.729397186945593,0.1219127216623301,-1.3959266046440568,-0.24099844791455216,-0.2458817809757493
2020-03-10,37.220001220703125,34.36000061035156,-0.9351227586557322,-1.6951522559693954,-2.6220045835390526,-1.5842055880066055,-2.606318573865896,0.1268967203911152,-1.4881605269470792,0.08323633758871174,0.10375848174309499
2020-03-11,35.790000915527344,32.97999954223633,-0.965449976456748,-1.8012555168401854,-3.4878562598962253,-1.5219937845605265,-2.2814911331077967,0.5311811380008117,-1.6452684336786745,-0.03842021113047045,-0.04016301058212102
2020-03-12,33.220001220703125,31.5,-0.97116190110261,-1.7003568502732818,-4.0227058977181605,-1.526558864332261,-2.297728825911823,0.6406749133525534,-1.7882917883374192,-0.07180775716910459,-0.04487566897449302
2020-03-13,33.849998474121094,31.729999542236328,-1.3819895499636323,-1.5959381830326873,-3.420940827752741,-1.6913775753581983,-2.2337878823175523,-0.4986874285927598,-1.9235694875617515,0.018964395853945604,0.0073015727694072385
2020-03-16,30.049999237060547,28.700000762939453,-1.3095948960299983,-1.674107075182976,-3.9136639640928905,-1.7620735933556313,-2.3605528866929397,-0.3381221415286018,-1.69196322017874,-0.11225995297948721,-0.09549318698424791
2020-03-17,28.729999542236328,26.950000762939453,-1.1991086924561811,-1.5205234985587746,-2.919930642205234,-1.8002466305651634,-2.372551856418655,-0.8803106555254467,-1.5300737922768173,-0.0439267796451811,-0.060975608135167336
2020-03-18,24.8799991607666,20.3700008392334,-0.9216168708060456,-1.3620996536778427,-3.1177446177444352,-1.8502756562018088,-2.592671838476253,-0.596408377652403,-1.5541385786491473,-0.1340062806408957,-0.2441558344129846
2020-03-19,28.469999313354492,25.219999313354492,-1.0241595467257123,-1.748419449479797,-2.6022998021746115,-2.085167087786858,-2.304092740397312,-1.100199568135489,-1.6143854385594691,0.14429261550173123,0.23809515337769716
2020-03-20,26.979999542236328,22.43000030517578,-1.0722087657367003,-1.6747724541374491,-2.049905735334184,-1.725833795715659,-2.197303321510897,-1.1270999763614746,-1.6110095963740507,-0.052335785284660874,-0.11062645060031195
2020-03-23,27.030000686645508,23.360000610351562,-1.2659808051178774,-1.322821252165291,-3.2441014275968296,-2.079811219260803,-2.7384773479255204,-1.5777125835945487,-1.790738314880775,0.0018532670592119604,0.04146234028187612
2020-03-24,27.149999618530273,24.010000228881836,-1.2763996373751056,-1.480770057213037,-3.3019403030882613,-2.006768891452998,-2.51489547498688,-0.776167198166595,-1.6113827558334397,0.0044394720250249264,0.02782532540869198
2020-03-25,27.389999389648438,24.489999771118164,-1.0083742741540829,-1.2457289210273668,-4.062028730908308,-2.053277145896655,-3.222082588881365,-0.8529234655346363,-1.52583683313323,0.008839770699457405,0.019991650881324485
2020-03-26,26.34000015258789,22.600000381469727,-0.9407896775966647,-1.1818421039421374,-3.5103943356223124,-2.122250040104416,-2.410240745509022,-0.5845006213184388,-1.6190919166190192,-0.038335131816665036,-0.0771743326791442
2020-03-27,24.93000030517578,21.510000228881836,-0.942630210996242,-1.091833345995736,-3.16428902506204,-2.012911003858492,-1.7896256189428794,-1.7977660082352207,-1.6783584706449377,-0.05353074560531379,-0.04823009443316684
2020-03-30,22.760000228881836,20.09000015258789,-1.0927970992064728,-1.1289456090288317,-3.5373786813554684,-2.350327688119683,-2.43648281229402,-1.0937277766576754,-1.5569190868267868,-0.08704372441758157,-0.06601580944603092
2020-03-31,22.739999771118164,20.479999542236328,-0.8495893654250545,-1.106437723152395,-2.61125881617707,-2.4130769079680245,-1.8217161920675489,-0.7006340139553702,-1.5667752714386467,-0.0008787547259464512,0.01941261257771565
2020-04-01,24.739999771118164,20.309999465942383,-0.9898352067272248,-1.1690875032037962,-2.902061795397839,-2.2066096518000067,-2.097587483157332,-0.603117525980147,-1.7078943045812407,0.08795074846659312,-0.008300785160827329
2020-04-02,29.940000534057617,25.31999969482422,-1.0632549847581831,-1.0783548510720695,-2.861749835032219,-2.232153605944721,-2.1961726772762606,-0.5351789629221962,-1.6933537950230202,0.21018596649341958,0.24667653178834636
2020-04-03,34.11000061035156,28.34000015258789,-0.990627801736742,-0.9921527906735758,-2.915052594629333,-2.153427822729322,-2.3258930871350256,-0.8466448123711207,-1.538576497930222,0.13927855717806192,0.119273321254463
2020-04-06,33.04999923706055,26.079999923706055,-0.9079145867569473,-1.412052185552083,-3.2433891147469107,-2.1197349122057014,-2.0498441979891577,-0.7769399469212561,-1.7045860173133174,-0.03107597051667399,-0.07974594977817817
2020-04-07,31.8700008392334,23.6299991607666,-0.8721453386510447,-1.150097464143476,-2.655142126164157,-1.8860828571827013,-2.1859359080917087,-0.7517316982277022,-1.5305075953095408,-0.03570343192334968,-0.0939417473200399
2020-04-08,32.84000015258789,25.09000015258789,-0.996726945093178,-1.0031573575087702,-2.7478246553215686,-2.0102304361654784,-2.2248159562634,-0.4252078285547101,-1.603973688350486,0.03043612449988964,0.0617859095926403
2020-04-09,31.479999542236328,22.760000228881836,-1.2834707551399842,-0.8916374779598057,-2.235819812349271,-2.005652325111012,-1.6227057994890424,-1.2869897396054608,-1.6185749689477913,-0.041412929477236626,-0.09286567993367378
2020-04-13,31.739999771118164,22.40999984741211,-1.136930661438379,-0.8934117467189648,-2.013404953017019,-2.152362205191481,-1.7231072412015165,-0.570163549000814,-1.7281239225933795,0.008259219589028088,-0.015377872493409939
2020-04-14,29.600000381469727,20.110000610351562,-1.2120641099495386,-0.9618582613972892,-2.7069676472291127,-2.3070814875858794,-1.4691875746224303,0.3375636036406615,-1.480294723258892,-0.0674227915904313,-0.10263271988938227
2020-04-15,27.690000534057617,19.8700008392334,-1.2685485191235646,-0.8838386475780784,-3.3834445710532854,-1.9708333739233337,-1.4952169540902216,-0.3168258661910248,-1.6061836344040046,-0.06452702104043928,-0.011934349270711797
2020-04-16,27.81999969482422,19.8700008392334,-1.1399453179184766,-0.8419599933372865,-3.5458535390082813,-2.01863507409127,-1.291252816185969,-0.1212862489266854,-1.5142170848868677,0.004694805282026149,0.0
2020-04-17,28.079999923706055,18.270000457763672,-0.7471889111749149,-1.282941553641096,-3.266607675702551,-1.808912568423632,-2.0269729664223104,-1.1519876516762644,-1.4892835204043724,0.009345802722284358,-0.08052341791101081
2020-04-20,25.56999969482422,-37.630001068115234,-3.3379087849632088,-0.7388987317226104,-2.7950301507783775,-2.3147501608341767,-2.298940451142958,0.0352851357237461,-1.6291553515603436,-0.08938747278139458,-3.059660652724544
2020-04-21,19.329999923706055,10.010000228881836,-1.6209655514612928,-0.8315594081130975,-3.1617467472129603,-2.1454872289229336,-1.8625745719524232,-0.1549030566646786,-1.5761378045949657,-0.2440359736250306,-1.2660111598392576
2020-04-22,20.3700008392334,13.779999732971191,-1.4036782895812747,-0.7704639282606288,-3.2819804065370763,-1.9885397185479472,-1.5211879059449482,0.1550627005339214,-1.4727590988513708,0.053802427296024025,0.37662331847024166
2020-04-23,21.329999923706055,16.5,-1.1951657563416762,-0.6792325109339626,-2.0296065423620337,-1.9409012978791589,-1.275456473795016,-0.4275750074294431,-1.537424148646816,0.04712808271581714,0.1973875413452082
2020-04-24,21.440000534057617,16.940000534057617,-1.5380663564318922,-0.628609022163546,-2.258852982203132,-1.890330315011272,-1.6254920188957749,-0.724460214931733,-1.411448566584838,0.005157084423113689,0.026666699033794927
2020-04-27,19.989999771118164,12.779999732971191,-0.9066515201447696,-0.5892151699325241,-2.6105091949368995,-2.015290370855251,-2.5742228017287254,-0.4600247116841917,-1.39906751350919,-0.0676306309151492,-0.24557264875658102
2020-04-28,20.459999084472656,12.34000015258789,-0.8246929302514896,-0.446772452471453,-2.7550150146538246,-1.9333325712245155,-1.355321149611566,-0.5390652674716779,-1.2638865080360246,0.023511721797693674,-0.03442876287768171
2020-04-29,22.540000915527344,15.0600004196167,-0.901634191174885,-0.5394960013178826,-3.110053258434198,-1.970019104309169,-0.6950237995349798,-0.556272962065803,-1.2863251676590837,0.1016618731245802,0.22042141275487603
2020-04-30,25.270000457763672,18.84000015258789,-1.0373954616438663,-0.3912891107666852,-2.5729923277926248,-1.84743748801601,-1.101138717570056,-0.3404962460178195,-1.3797955020987034,0.12111798719385525,0.25099599121175853
2020-05-01,26.440000534057617,19.780000686645508,-1.4588277022640987,-1.0837107342717025,-2.19436452243378,-1.841627621800208,-1.63897964284665,-0.5624343612818117,-1.4432235394983532,0.04629996260781577,0.0498938708303831
2020-05-04,27.200000762939453,20.389999389648438,-0.87627014272793,-1.1222574197891035,-2.4634576254724374,-2.0838149562027373,-1.650722374828992,0.0414552646799903,-1.3894218491629615,0.02874433485365757,0.030839164905326344
2020-05-05,30.969999313354492,24.559999465942383,-0.8054049321737757,-0.7580833597204013,-3.1465696158975724,-1.8695664884365375,-1.6138529168089126,-0.120789395608585,-1.3693232504405743,0.1386028839951996,0.204512025557537
2020-05-06,29.719999313354492,23.989999771118164,-0.922580247090994,-0.3652447334361002,-2.447449242458158,-1.8202097534145787,-1.577845197871971,-1.043720198002702,-1.303372564931685,-0.040361641191932196,-0.02320845713431885
2020-05-07,29.459999084472656,23.549999237060547,-0.807159677070017,-0.4841807467258976,-1.8199134876541692,-1.8355734960246008,-1.572664608458171,-0.7752191350174932,-1.5940124813915058,-0.008748325534617574,-0.018340997843082074
2020-05-08,30.969999313354492,24.739999771118164,-1.0600902492758897,-0.2136089375258686,-1.836975821494358,-1.4790730816857165,-2.6257953106963177,-1.7671480701258648,-1.4623134236593394,0.05125594962009705,0.05053080987726388
2020-05-11,29.6299991607666,24.139999389648438,-0.612506042869915,-0.6478299945980545,-2.622465016165063,-2.259202435587919,-1.8618665403242172,-0.9194107491557868,-1.4097279135667182,-0.043267684284709396,-0.024252238763970202
2020-05-12,29.979999542236328,25.780000686645508,-0.860939597205484,-0.6757750178477073,-2.563545828573935,-2.2743457575104773,-1.6377065179123738,-0.8191134046109809,-1.3933112813378226,0.01181236555460874,0.06793708941435694
2020-05-13,29.190000534057617,25.290000915527344,-0.9153411496438416,-0.6447223008443258,-2.9116186889096656,-1.8989754200507052,-1.9050925416874247,-1.283958653740363,-1.5497066033944802,-0.026350867919985976,-0.0190069727721921
2020-05-14,31.1299991607666,27.559999465942383,-0.668274710934775,-0.4561352878124668,-2.59332730803532,-1.880184157997812,-0.981992441842278,-1.13857846388239,-1.566216205762702,0.06646106855823719,0.08975873737597717
2020-05-15,32.5,29.43000030517578,-0.8005848152972685,-0.671556983476355,-2.3784410293390925,-1.809309147280492,-1.299835019901446,-1.3867531305886565,-1.4090070333295666,0.04400902268446005,0.06785199112736828
2020-05-18,34.810001373291016,31.81999969482422,-1.4487440761261825,-0.3754090756178604,-3.054916396575099,-1.7913924519477955,-1.1250274824003248,-0.3133884851356465,-1.355408795835389,0.07107696533203134,0.0812096284357875
2020-05-19,34.650001525878906,32.5,-0.5959595473498942,-0.3497834567032967,-2.615769836617638,-1.836821588653675,-1.1195089440718191,0.0360832051092614,-1.141449292161702,-0.004596375785692275,0.021370217212365095
2020-05-20,35.75,33.4900016784668,-0.5082228849375819,-0.1884050457709824,-2.343909152282029,-1.7355128593456677,-1.7576995252515897,-0.1296763645544224,-1.2559151125600272,0.03174598631112735,0.03046159010667071
2020-05-21,36.060001373291016,33.91999816894531,-0.7889420200678846,-0.2443685643173781,-2.2433689002010824,-1.8307833973512049,-1.1701190502962973,-0.0759098510847559,-1.4884406992342727,0.00867136708506333,0.012839548191333483
2020-05-22,35.130001068115234,33.25,-1.026723500461299,-0.452283850768191,-0.0913967396013074,-1.85500543681867,-1.284566514627414,-0.3087453001224697,-1.3613698458360763,-0.025790356898450217,-0.01975230557526131
2020-05-26,36.16999816894531,34.349998474121094,-0.9975189587747738,-0.1886299019782231,-2.401941234506664,-1.83448742425834,-1.3456529649746038,-0.8202968603397776,-1.2742374563631245,0.029604243359218074,0.033082660875822345
2020-05-27,34.7400016784668,32.810001373291016,-1.2202652492202914,-0.1400390296889687,-2.912856748039289,-1.6547894418038482,-1.2641457422425626,-0.3168270254009893,-1.4335110674084734,-0.03953543165247586,-0.04483252312195285
2020-05-28,35.290000915527344,33.709999084472656,-0.7675453786316326,0.1689577960274863,-2.27665043616116,-1.76225377750699,-0.7832826952183896,-0.0105675982945604,-1.507153206693156,0.0158318713439054,0.027430590475814087
2020-05-29,35.33000183105469,35.4900016784668,-0.8243106268513484,0.0274346034648392,-2.2952888317458773,-1.7382324931095865,-1.4880330947741172,-0.3109822956154179,-2.0013787176275275,0.0011334914845453348,0.05280340084061397
2020-06-01,38.31999969482422,35.439998626708984,-1.1002700746835834,0.388288798263888,-2.1631646452291022,-1.1441271438685874,-1.0147168077668058,0.2857303825420414,-2.8229076621915414,0.08463056067948904,-0.0014089334852905866
2020-06-02,39.56999969482422,36.810001373291016,-0.8409857371999218,0.1884001595619483,-2.0445511065067428,-1.5257609819385198,-1.475997384460572,0.1825005574851206,-2.777809935503835,0.03262004201343549,0.03865696387328699
2020-06-03,39.790000915527344,37.290000915527344,-1.1701047008546597,0.0246119318180401,-2.141654508645489,-1.6645848396752618,-1.2799883287367693,-0.0613832085253197,-2.3704224723496434,0.005559798392717807,0.013039921877987526
2020-06-04,39.9900016784668,37.40999984741211,-0.8715852909526817,-0.3111898092247462,-1.5416819920247682,-1.7774124916593816,-1.4019124090343176,0.1332716805027138,-2.4287195650746005,0.005026407598332172,0.0032179921946529078
2020-06-05,42.29999923706055,39.54999923706055,-1.0753651669234066,0.0677948086618706,-2.149805700051054,-1.6415350676529692,-1.293627159224745,-1.2078867877307549,-2.0596451139434286,0.05776437763536291,0.05720394007957941
2020-06-08,40.79999923706055,38.189998626708984,-0.9908694504611552,0.1487656719186445,-2.4678900511051016,-1.8555467725318675,-1.4597248796108593,0.1107762865455461,-2.0852508779830856,-0.03546099354738985,-0.03438686818171077
2020-06-09,41.18000030517578,38.939998626708984,-1.0238214993238324,-0.1628216086229768,-2.8152696454906616,-2.234435411353336,-1.3854878549338203,-0.0520835365592474,-1.8294122366297785,0.009313751843653462,0.01963864956715322
2020-06-10,41.72999954223633,39.599998474121094,-0.8557605899490922,0.2641808645250123,-2.4422751555517377,-1.9518532088262763,-1.4754357915051943,0.3419363374813345,-1.7074676739914714,0.013355979431389553,0.01694914922157742
2020-06-11,38.54999923706055,36.34000015258789,-0.8010211928663283,0.1255023129440276,-2.3102248668769847,-1.5360973585799922,-1.3521467169344996,-0.6054515565373819,-1.6523654643977057,-0.07620417781114985,-0.08232319310980873
2020-06-12,38.72999954223633,36.2599983215332,-0.9844859605027256,-0.0208134091678196,-1.8340171763922488,-1.0628500116013406,-1.5523033257254617,-1.1127143601646596,-1.7001423115767873,0.004669268709160734,-0.0022014813076161044
2020-06-15,39.720001220703125,37.119998931884766,-0.8735802042195896,-0.3451841995965732,-2.995734459230728,-1.8994236991078783,-1.4533076571625605,0.4180315646035581,-1.579562069005531,0.025561623810172573,0.02371761307669029
2020-06-16,40.959999084472656,38.380001068115234,-0.7983258139523198,-0.7032177336955487,-4.280478172979096,-1.6640777981267278,-1.576393755368093,-0.404400786822224,-1.5312918912657945,0.031218474966290044,0.03394402404328112
2020-06-17,40.709999084472656,37.959999084472656,-0.8363322375063736,-0.6990898067747978,-2.3444387450038007,-1.725476675313326,-0.9912501032382086,0.0252627975524702,-1.5036499623740764,-0.006103515761424205,-0.01094325096284332
2020-06-18,41.5099983215332,38.84000015258789,-0.6598237281198966,-0.4790920942784227,-2.5617624031562496,-1.7070094368862814,-0.813129178054762,-0.015309757007269,-1.5198706923508876,0.019651173054574533,0.023182325851930585
2020-06-19,42.189998626708984,39.75,-1.4611059922876033,-0.2336866183128196,-2.5269375008204507,-1.5247376978848244,-1.1518194624404792,-0.9288829597210708,-1.368626220914949,0.016381602810690454,0.023429450150284747
2020-06-22,43.08000183105469,40.459999084472656,-0.8908198804291364,-0.1006663131141389,-2.5732066498409285,-1.6637105346324057,-1.0956633220431875,-0.9921843610021814,-1.4556535283825844,0.021095122856493065,0.017861612187991316
2020-06-23,42.630001068115234,40.369998931884766,-0.904880152734451,0.1083531817600246,-2.229054260612646,-1.3616231658104838,-1.3543866662876252,0.3065759173793757,-1.5189514951859684,-0.010445699717103185,-0.0022244230010975974
2020-06-24,40.310001373291016,38.0099983215332,-0.9044426790457122,0.0236406948073429,-2.263379819697871,-0.9320502751727624,-0.9929272278520545,0.3896423420277778,-1.6512493965577686,-0.054421760185210166,-0.058459268585404955
2020-06-25,41.04999923706055,38.720001220703125,-0.7535956851537636,-0.2077476812679029,-2.4449776362795594,-1.2914481763043808,-0.6688646920133712,-0.1479662793180081,-1.519540093545646,0.018357673990550882,0.018679372021116247
2020-06-26,41.02000045776367,38.4900016784668,-0.6668129032725322,-0.6625263581228683,-2.9128281481120166,-1.5152648717612556,-1.447484342106564,-0.5987575602875514,-1.5075486178660564,-0.000730786354553481,-0.0059400706349500565
2020-06-29,41.709999084472656,39.70000076293945,-0.3820959520162522,-0.5230356101183175,-3.728597201607316,-1.3660656041452703,-0.9525802756211634,0.4266361548735901,-1.539314586276748,0.01682102922986184,0.03143671165775985
2020-06-30,41.150001525878906,39.27000045776367,-0.4459262489692993,-0.618402695919034,-2.679944269511292,-1.3022244895887476,-0.736512940429686,0.0968444317870504,-1.2477333988108898,-0.013425978683423656,-0.010831241735823616
2020-07-01,42.029998779296875,39.81999969482422,-0.2571114646936482,-0.3536442643308656,-2.3306382299297885,-1.2425161549979935,-0.7535967884635437,0.2935386294359174,-1.2777588150090406,0.021385108646096773,0.014005582649587511
2020-07-02,43.13999938964844,40.650001525878906,-0.933877261753141,-0.3362247404800639,-2.3224058572360784,-1.0241311487168638,-1.1375674444250992,0.29190823866167,-1.4166072843253323,0.026409722640732713,0.020843843229927828
